PACKAGE,Farmer_number,SEX,MS,EDU,FARMER.TYPE,Coordite,COMMUNITY.ME,LGA,SETORIAL.ZONE,STATE,geno_Trait,Trait
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_pltgrwt9MAP
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_weed9MAP
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_weed9MAP
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_weed9MAP
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_weed9MAP
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_weed9MAP
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_weed9MAP
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_branch9MAP
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_branch9MAP
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_branch9MAP
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_branch9MAP
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_branch9MAP
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_branch9MAP
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_suitability9MAP
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_suitability9MAP
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_suitability9MAP
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_suitability9MAP
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_suitability9MAP
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_HvYield12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_HvYield12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_HvYield12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_HvYield12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_HvYield12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_HvDensity12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_HvDensity12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_HvDensity12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_HvDensity12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_HvDensity12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_HvRootcol12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Best_HvRootcol12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_HvRootcol12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_HvRootcol12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_HvRootcol12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_HvRootsiz12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_HvRootsiz12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_HvRootsiz12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_HvRootsiz12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_HvRootsiz12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_HvRootsiz12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_HvRootshp12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_HvRootshp12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_HvRootshp12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_HvRootshp12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_HvRootshp12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_HvRootrot12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_HvRootrot12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_HvRootrot12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Best_HvRootrot12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_HvRootrot12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_HvRootrot12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_HvWodyfil12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_HvWodyfil12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Best_HvWodyfil12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_HvWodyfil12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_HvWodyfil12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_EaseP12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_EaseP12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_EaseP12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_EaseP12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Worst_EaseP12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_EaseP12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_HvOvi12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_HvOvi12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_HvOvi12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_HvOvi12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_HvOvi12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_GarEaseP12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_GarEaseP12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_GarEaseP12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_GarEaseP12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_GarEaseP12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_Garmash12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_Garmash12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_Garmash12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_Garmash12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_Garmash12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_Waterelz12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_Waterelz12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_Waterelz12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_Waterelz12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_Waterelz12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_Waterelz12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_Waterelz12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_Waterelz12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_SwellMash12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_SwellMash12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_SwellMash12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_SwellMash12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_SwellMash12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_SwellMash12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_SwellMash12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_Gayield12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_Gayield12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_Gayield12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_Gayield12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_Gayield12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_GapOvi12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_GapOvi12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_GapOvi12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_GapOvi12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_GapOvi12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_GaqDry12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_GaqDry12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_GaqDry12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_GaqDry12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_GaqDry12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_GaqDry12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_GaqDry12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_GaColour12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_GaColour12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Worst_GaqColour12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_GaqColour12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_GaqColour12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_GaqColour12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_GaqColour12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_GaqHeavy12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Best_GaqHeavy12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_GaqHeavy12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_GaqHeavy12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_GaqHeavy12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_GaqHeavy12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_Gaqsmooth12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_Gaqsmooth12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Worth_Gaqsmooth12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worth_Gaqsmooth12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worth_Gaqsmooth12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worth_Gaqsmooth12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worth_Gaqsmooth12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_GaqTaste12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_GaqTaste12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_GaqTaste12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Best_GaqTaste12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_GaqTaste12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_GaqTaste12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_GaqTaste12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_GaqTaste12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_Gaqwoodyfil12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_Gaqwoodyfil12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Worst_Gaqwoodyfil12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_Gaqwoodyfil12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_Gaqwoodyfil12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_Gaqwoodyfil12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Best_GaqOvi12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_GaqOvi12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_GaqOvi12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Best_GaqOvi12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_GaqOvi12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_GaqOvi12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_GaqOvi12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_GaqOvi12
Package#156,76,F,Married ,WACE,Producer/Processor,5'62118687N 7'3245888 ,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_GaqOvi12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_EbaMould12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_EbaMould12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_EbaMould12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Best_EbaMould12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_EbaMould12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_EbaMould12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_EbaSoft12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_EbaSoft12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Best_EbaDraw12
Package#121,41,F,Single,SSCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_EbaDraw12
Package#142,62,F,Married,FSLC,,5'6261916N 7'3072454E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Best_EbaDraw12
Package#86,6,F,Married,SSCE,Producer/Processor,5'4098507N 7'0130096E,Ihiagwa,Owerri North,Owerri,Imo,TMS14F1035P0004,Worst_EbaDraw12
Package#98,18,F,Married,BSc,,5'5254752N 7'0163636E,Umueze Ubommiri,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Worst_EbaDraw12
Package#128,48,F,Married,WACE,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS14F1035P0004,Worst_EbaDraw12
Package#153,73,F,Married,WACE,Producer/Processor,5'3756.556N 7'2145.490E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS14F1035P0004,Worst_EbaDraw12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS14F1035P0004,Best_EbaSmooth12
